Project Install Year,Contractor,County,City,Project Count by City,Project Cost,"Incentive, Dollars",Total Nameplate KW,Expected KWh Annual Production,Solicitation,Location 1
2015,Other,Columbia,Other,50,2095219.19,407373.50,465.93,546879.72,PON 2112,"Other, NY
"
2015,Other,Cortland,Other,12,483072.01,105666.00,123.70,145192.27,PON 2112,"Other, NY
"
2015,Other,Delaware,Other,13,545917.89,127509.00,116.78,137081.02,PON 2112,"Other, NY
"
2015,Other,Dutchess,Other,92,4146467.22,780971.00,1003.91,1178356.93,PON 2112,"Other, NY
"
2015,Other,Erie,Other,58,2743389.78,640882.50,771.18,905197.35,PON 2112,"Other, NY
"
2015,Other,Essex,Other,8,266850.48,54021.00,59.52,69866.97,PON 2112,"Other, NY
"
2015,Other,Franklin,Other,10,466736.50,106079.00,119.06,139757.41,PON 2112,"Other, NY
"
2015,Other,Fulton,Other,16,1974684.96,276354.00,383.25,449864.78,PON 2112,"Other, NY
"
2015,Other,Genesee,Other,22,765608.97,186063.00,212.14,249000.82,PON 2112,"Other, NY
"
2015,Other,Greene,Other,34,1616970.30,295184.00,343.92,403655.43,PON 2112,"Other, NY
"
2015,Other,Hamilton,Other,3,78553.00,17028.00,18.78,22038.84,PON 2112,"Other, NY
"
2015,Other,Herkimer,Other,12,553622.25,117239.00,135.74,159331.17,PON 2112,"Other, NY
"
2015,Other,Jefferson,Other,20,934704.66,244930.00,278.26,326615.14,PON 2112,"Other, NY
"
2015,Other,Kings,Other,14,1603375.50,329450.00,372.87,437685.04,PON 2112,"Other, NY
"
2015,Other,Lewis,Other,4,143300.00,33921.00,39.59,46472.33,PON 2112,"Other, NY
"
2015,Other,Livingston,Other,23,699682.51,166309.00,194.48,228275.49,PON 2112,"Other, NY
"
2015,Other,Madison,Other,14,748032.50,171852.00,194.92,228793.19,PON 2112,"Other, NY
"
2015,Other,Monroe,Other,36,1859536.69,431011.00,515.33,604897.37,PON 2112,"Other, NY
"
2015,Other,Montgomery,Other,29,1557452.48,301824.00,354.83,416490.16,PON 2112,"Other, NY
"
2015,Other,New York,Other,4,130187.37,25037.00,26.58,31188.93,PON 2112,"Other, NY
"
2015,Other,Niagara,Other,18,12530972.20,275660.00,276.20,324208.73,PON 2112,"Other, NY
"
2015,Other,Oneida,Other,39,1377319.91,307457.00,361.17,423926.43,PON 2112,"Other, NY
"
2015,Other,Onondaga,Other,78,2993326.33,686764.00,876.11,1028294.38,PON 2112,"Other, NY
"
2015,Other,Ontario,Other,26,1473247.37,375450.00,477.05,559968.61,PON 2112,"Other, NY
"
2015,Other,Orange,Other,142,5950157.83,1249552.00,1573.63,1847090.10,PON 2112,"Other, NY
"
2015,Other,Orleans,Other,9,293334.63,82989.00,87.78,103033.79,PON 2112,"Other, NY
"
2015,Other,Oswego,Other,26,1148882.95,290762.00,355.54,417311.88,PON 2112,"Other, NY
"
2015,Other,Otsego,Other,9,250906.00,60946.00,65.82,77262.14,PON 2112,"Other, NY
"
2015,Other,Putnam,Other,16,723872.82,170157.00,186.70,219134.80,PON 2112,"Other, NY
"
2015,Other,Queens,Other,74,3852981.55,883105.00,863.48,1013525.13,PON 2112,"Other, NY
"
2015,Other,Rensselaer,Other,79,3222156.67,601746.00,718.93,843852.43,PON 2112,"Other, NY
"
2015,Other,Richmond,Other,12,1016379.85,208762.00,230.24,270261.40,PON 2112,"Other, NY
"
2015,Other,Rockland,Other,97,3437993.48,635348.00,811.11,952027.70,PON 2112,"Other, NY
"
2015,Other,Saratoga,Other,75,4465044.03,851386.00,1060.77,1245106.15,PON 2112,"Other, NY
"
2015,Other,Schenectady,Other,39,1233906.70,246617.00,295.42,346747.64,PON 2112,"Other, NY
"
2015,Other,Schoharie,Other,27,1463557.30,325220.00,369.71,433976.84,PON 2112,"Other, NY
"
2015,Other,Schuyler,Other,8,389271.00,71292.00,94.90,111397.42,PON 2112,"Other, NY
"
2015,Other,Seneca,Other,11,391832.30,96130.00,109.83,128911.11,PON 2112,"Other, NY
"
2015,Other,St. Lawrence,Other,14,431809.80,114188.00,124.06,145614.84,PON 2112,"Other, NY
"
2015,Other,Steuben,Other,7,298276.93,67537.00,80.41,94388.48,PON 2112,"Other, NY
"
2015,Other,Sullivan,Other,25,1130755.79,273887.00,271.88,319117.81,PON 2112,"Other, NY
"
2015,Other,Tioga,Other,20,637664.90,147059.00,153.82,180543.63,PON 2112,"Other, NY
"
2015,Other,Tompkins,Other,31,979145.40,222878.00,247.02,289949.06,PON 2112,"Other, NY
"
2015,Other,Ulster,Other,127,5024017.04,951833.00,1196.61,1404504.27,PON 2112,"Other, NY
"
2015,Other,Warren,Other,31,1193602.64,199567.00,275.70,323601.85,PON 2112,"Other, NY
"
2015,Other,Washington,Other,29,1181922.47,269075.00,313.59,368069.28,PON 2112,"Other, NY
"
2015,Other,Wayne,Other,25,1328581.56,357786.00,461.58,541805.79,PON 2112,"Other, NY
"
2015,Other,Westchester,Other,196,8344704.76,1740287.00,1960.72,2301438.32,PON 2112,"Other, NY
"
2015,Other,Wyoming,Other,5,272011.25,68988.00,60.65,71193.39,PON 2112,"Other, NY
"
2015,Other,Yates,Other,6,229711.95,63365.00,71.46,83876.74,PON 2112,"Other, NY
"
2015,Hudson Solar(CS),Ulster,New Paltz,9,325331.00,68635.00,77.53,90996.10,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2014,SolarCity(CS),Greene,Greenville,4,151024.00,23713.00,27.67,32474.29,PON 2112,"Greenville, NY
(42.38749301400003, -73.99989679499998)"
2015,SolarCity(CS),Dutchess,Wappingers Falls,36,1669227.93,186289.00,306.02,359195.04,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2015,SunPower Capital LLC (E),Westchester,Yonkers,5,188986.00,35774.00,36.30,42606.87,PON 2112,"Yonkers, NY
(40.932992123000076, -73.89873832499995)"
2012,Edge Design and Consulting Inc.(CS),Clinton,Chazy,3,375860.00,111440.00,67.20,78882.05,PON 2112,"Chazy, NY
(44.88550350000003, -73.43505606499997)"
2014,SunRun Inc. (E),Rockland,Stony Point,26,706318.00,168601.00,184.42,216467.83,PON 2112,"Stony Point, NY
(41.24568356300006, -74.01170913799996)"
2013,Solar Liberty Energy Systems Inc. (CS),Chautauqua,Lakewood,3,245040.00,60912.00,41.72,48972.60,PON 2112,"Lakewood, NY
(42.10338326600004, -79.32840610599999)"
2015,SolarCity(CS),Dutchess,Lagrangeville,6,376796.00,41173.00,67.30,78981.83,PON 2112,"Lagrangeville, NY
(41.65055306900007, -73.76351655999997)"
2014,Sunrise Solar Solutions LLC,Westchester,Chappaqua,3,73935.00,15509.00,14.69,17237.83,PON 2112,"Chappaqua, NY
(41.15633299000007, -73.77340834199998)"
2014,Kirchhoff Green Energy,Dutchess,Poughkeepsie,3,122612.00,37842.00,37.84,44420.44,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2013,Sungevity Development LLC (E),Ulster,Wallkill,5,243488.60,40894.00,39.36,46196.46,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2013,SolarCity(CS),Westchester,Scarsdale,5,175474.53,37661.00,34.67,40697.04,PON 2112,"Scarsdale, NY
(40.98823049900005, -73.79680629499995)"
2015,SunPower Capital LLC (E),Orange,Pine Bush,5,266227.40,51079.00,56.90,66789.15,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2014,SunRun Inc. (E),Westchester,Peekskill,6,132062.10,29331.00,30.67,35995.80,PON 2112,"Peekskill, NY
(41.29091012200007, -73.92205625499997)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,Tonawanda,8,1018918.00,342226.00,220.91,259307.14,PON 2112,"Tonawanda, NY
(43.018833191000056, -78.88636572999997)"
2011,New York Light Energy,Albany,Albany,11,3747769.00,818423.00,507.59,595829.45,PON 2112,"Albany, NY
(42.65155245500006, -73.75520746399997)"
2014,SolarCity(CS),Albany,Delmar,10,478825.00,70938.00,92.06,108046.10,PON 2112,"Delmar, NY
(42.62284183700007, -73.83118968299993)"
2014,TAITEM Engineering (E) (CS),Tompkins,Ithaca,17,361461.96,89573.00,89.74,105327.50,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2015,SolarCity(CS),Orange,Slate Hill,6,272104.00,34131.00,48.59,57036.89,PON 2112,"Slate Hill, NY
(41.39168181200006, -74.48047732999999)"
2015,SolarCity(CS),Orange,Florida,6,204567.96,22100.00,36.54,42880.37,PON 2112,"Florida, NY
(41.33141085400007, -74.35666779099995)"
2015,SolarCity(CS),Montgomery,Fonda,3,191352.00,23708.00,34.18,40110.12,PON 2112,"Fonda, NY
(42.95445436500006, -74.37570891499996)"
2014,SunRun Inc. (E),Orange,Slate Hill,5,162010.00,45938.00,40.50,47540.52,PON 2112,"Slate Hill, NY
(41.39168181200006, -74.48047732999999)"
2015,SolarCity(CS),Rockland,Suffern,3,185444.00,23688.00,33.12,38871.71,PON 2112,"Suffern, NY
(41.11484085700005, -74.14954944699997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Putnam,Carmel,6,165427.86,42668.00,51.28,60176.91,PON 2112,"Carmel, NY
(41.42780348600007, -73.67691790299995)"
2012,Mercury Solar (currently doing business as RGS Energy),Westchester,Port Chester,4,402579.27,143250.00,84.96,99729.44,PON 2112,"Port Chester, NY
(41.001060918000064, -73.66618587599999)"
2014,CNR Energy Solutions,Otsego,Oneonta,6,135000.00,44928.00,34.56,40567.92,PON 2112,"Oneonta, NY
(42.45531284700007, -75.06026909899998)"
2015,Solar Home NJ LLC,Richmond,Staten Island,4,115180.50,24845.00,26.34,30913.07,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2015,SunRun Inc. (E),Orange,Washingtonville,3,72081.50,18405.00,20.36,23893.51,PON 2112,"Washingtonville, NY
(41.42558061400007, -74.17023994099998)"
2015,Hudson Solar(CS),Schenectady,Schenectady,3,119352.00,20492.00,23.33,27381.00,PON 2112,"Schenectady, NY
(42.81225278100004, -73.94101735499999)"
2012,You Save Green,Kings,Brooklyn,6,162100.00,38780.00,22.16,26012.30,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Dutchess,Poughquag,10,236759.80,68205.00,78.83,92498.58,PON 2112,"Poughquag, NY
(41.62569246600003, -73.68886806399996)"
2015,Monolith Solar Associates LLC(CS),Washington,Greenwich,3,484980.00,142099.00,170.40,200022.33,PON 2112,"Greenwich, NY
(43.08742213700003, -73.49634954399994)"
2015,SolarCity(CS),Fulton,Gloversville,9,412132.00,45592.00,73.61,86388.75,PON 2112,"Gloversville, NY
(43.05063360100007, -74.34445977699994)"
2015,SolarCity(CS),Albany,Voorheesville,7,247744.04,24062.00,45.61,53532.95,PON 2112,"Voorheesville, NY
(42.65100118200007, -73.92920945799995)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Rockland,Spring Valley,8,155616.42,30183.00,42.03,49318.86,PON 2112,"Spring Valley, NY
(41.12102044100004, -74.04264707399994)"
2013,SunRun Inc. (E),Rockland,Tappan,3,77790.00,23841.00,17.47,20506.98,PON 2112,"Tappan, NY
(41.02182254400003, -73.94662788499994)"
2014,Monolith Solar Associates LLC(CS),Rensselaer,Troy,3,109419.00,30814.00,25.05,29398.82,PON 2112,"Troy, NY
(42.73449226400004, -73.68808561299994)"
2014,SunRun Inc. (E),Rockland,Blauvelt,3,95439.50,21140.00,21.14,24814.98,PON 2112,"Blauvelt, NY
(41.05991368300005, -73.95743993499997)"
2015,SolarCity(CS),Orange,Cornwall,3,134370.51,13580.00,23.99,28154.55,PON 2112,"Cornwall, NY
(41.43427204500006, -74.03978846099994)"
2013,Sungevity Development LLC (E),Kings,Brooklyn,12,170788.15,41128.00,28.10,32961.45,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2012,SolarCity(CS),Orange,New Windsor,8,282007.00,77721.00,59.27,69567.62,PON 2112,"New Windsor, NY
(41.47737353800005, -74.02278793399995)"
2012,Monolith Solar Associates LLC(CS),Saratoga,Clifton Park,3,720768.00,210070.00,142.43,167192.38,PON 2112,"Clifton Park, NY
(42.866953221000074, -73.77180787399993)"
2015,Halcyon dba Halco Renewable Energy (CS),Tompkins,Ithaca,10,357738.56,77556.00,95.26,111818.82,PON 2112,"Ithaca, NY
(42.44051296300006, -76.49545767599994)"
2013,SolarCity(CS),Westchester,Rye Brook,4,145474.50,29120.00,28.90,33918.10,PON 2112,"Rye Brook, NY
(41.00513321900007, -73.68259956499998)"
2014,Sungevity Development LLC (E),Queens,Jamaica,3,63766.20,13296.00,13.81,16210.73,PON 2112,"Jamaica, NY
(40.70178228900005, -73.80841857999997)"
2014,SunRun Inc. (E),Dutchess,Poughkeepsie,6,133161.00,30724.00,34.50,40497.48,PON 2112,"Poughkeepsie, NY
(41.70671171300006, -73.92936950399996)"
2011,O'Connell Electric Company(CS),Monroe,Webster,3,87887.69,26519.50,15.35,18023.14,PON 2112,"Webster, NY
(43.217300117000036, -77.43013989099995)"
2014,SolarCity(CS),Saratoga,Ballston Lake,8,220249.00,39001.00,43.05,50522.07,PON 2112,"Ballston Lake, NY
(42.90829420000006, -73.86835610699995)"
2014,SolarCity(CS),Orange,Newburgh,25,1045238.00,170947.00,197.78,232150.35,PON 2112,"Newburgh, NY
(41.49994013700007, -74.01022870499997)"
2015,Kilowatt Systems LLC,Westchester,Elmsford,4,159638.01,26099.00,38.25,44899.38,PON 2112,"Elmsford, NY
(41.05372076100008, -73.81964852999994)"
2013,SolarCity(CS),Columbia,Hudson,3,166290.15,28455.00,32.81,38513.70,PON 2112,"Hudson, NY
(42.25282252200003, -73.79142694399997)"
2014,Conscious Energy Inc.,Ulster,High Falls,3,156175.98,39250.00,37.00,43432.08,PON 2112,"High Falls, NY
(41.826511190000076, -74.12649826099994)"
2014,Sungevity Development LLC (E),Sullivan,Grahamsville,3,179394.90,38715.00,41.51,48720.23,PON 2112,"Grahamsville, NY
(41.846712653000054, -74.54690564399993)"
2014,SolarCity(CS),Orange,Pine Bush,4,234004.80,33116.00,43.84,51461.15,PON 2112,"Pine Bush, NY
(41.61103040000006, -74.30076699999995)"
2012,Monolith Solar Associates LLC(CS),Schenectady,Scotia,3,319066.00,109978.00,64.54,75764.33,PON 2112,"Scotia, NY
(42.826812594000046, -73.96401963699998)"
2015,Sungevity Development LLC (E),Onondaga,Syracuse,3,70856.20,15230.00,16.86,19790.94,PON 2112,"Syracuse, NY
(43.04999341400003, -76.14738700099997)"
2015,SolarCity(CS),Montgomery,Fultonville,4,179116.00,26377.00,31.99,37545.28,PON 2112,"Fultonville, NY
(42.948012481000035, -74.37025843199996)"
2015,SolarCity(CS),Albany,East Berne,4,314213.55,45108.00,56.11,65852.42,PON 2112,"East Berne, NY
(42.61683119000003, -74.07466977199994)"
2015,Direct Energy Solar (E) (CS),Sullivan,Grahamsville,3,94696.07,20966.00,22.73,26675.51,PON 2112,"Grahamsville, NY
(41.846712653000054, -74.54690564399993)"
2014,Direct Energy Solar (E) (CS),Ulster,Saugerties,4,172408.50,45318.00,43.78,51390.71,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2012,Renovus Energy Inc. (E) (CS),Tompkins,Trumansburg,3,110190.81,26028.00,16.39,19233.37,PON 2112,"Trumansburg, NY
(42.54209377900003, -76.66447598999997)"
2013,SolarCity(CS),Rockland,New City,4,147223.00,25521.00,29.28,34358.29,PON 2112,"New City, NY
(41.148281747000055, -74.00979746799999)"
2013,Skyline Solar Inc.,Oswego,Phoenix,3,137716.00,50912.00,37.44,43948.57,PON 2112,"Phoenix, NY
(43.229463674000044, -76.29867568699996)"
2015,SunRun Inc. (E),Orange,Middletown,11,275422.62,63899.00,78.06,91629.95,PON 2112,"Middletown, NY
(41.44556423600005, -74.42247814699994)"
2013,Monolith Solar Associates LLC(CS),Saratoga,Clifton Park,4,533384.00,161800.00,109.15,128124.64,PON 2112,"Clifton Park, NY
(42.866953221000074, -73.77180787399993)"
2015,Sungevity Development LLC (E),Tompkins,Groton,3,107025.00,22080.00,25.50,29932.92,PON 2112,"Groton, NY
(42.589254237000034, -76.36730908999994)"
2012,Solar Liberty Energy Systems Inc. (CS),Erie,Clarence Center,3,328423.98,89075.00,53.26,62518.72,PON 2112,"Clarence Center, NY
(43.01281365300008, -78.63715952299998)"
2015,SolarCity(CS),Dutchess,Stormville,6,359632.00,42829.00,64.22,75384.00,PON 2112,"Stormville, NY
(41.57075195500005, -73.74664940599996)"
2012,O'Connell Electric Company(CS),Monroe,Rochester,3,290528.00,76740.00,51.21,60112.34,PON 2112,"Rochester, NY
(43.155802133000066, -77.61631877899998)"
2012,SunPower SolarProgram I LLC,Erie,Buffalo,6,165134.00,49249.50,33.03,38768.41,PON 2112,"Buffalo, NY
(42.88544307300003, -78.87845675099999)"
2015,SunRun Inc. (E),Rockland,Blauvelt,3,72743.13,18817.00,20.31,23840.69,PON 2112,"Blauvelt, NY
(41.05991368300005, -73.95743993499997)"
2015,Solar Liberty Energy Systems Inc. (CS),Niagara,North Tonawanda,4,186736.00,58190.00,58.68,68869.20,PON 2112,"North Tonawanda, NY
(43.029680807000034, -78.86951635899999)"
2013,SunBlue Energy,Westchester,Sleepy Hollow,3,94810.03,25791.00,21.00,24650.64,PON 2112,"Sleepy Hollow, NY
(41.08525442700005, -73.85923788499997)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Orange,Port Jervis,4,111572.00,26177.00,29.40,34499.15,PON 2112,"Port Jervis, NY
(41.37469017700005, -74.69122784799998)"
2013,SolarCity(CS),Albany,Selkirk,5,225064.50,46210.00,44.45,52171.31,PON 2112,"Selkirk, NY
(43.57383104300004, -76.20211856199995)"
2012,Solar Liberty Energy Systems Inc. (CS),Chautauqua,Sherman,3,473927.40,126378.00,72.24,84798.20,PON 2112,"Sherman, NY
(42.15934185200007, -79.59595990199995)"
2013,SunPower Capital LLC (E),Broome,Binghamton,4,111600.00,26414.50,19.94,23414.59,PON 2112,"Binghamton, NY
(42.098693006000076, -75.91135797999993)"
2015,SolarCity(CS),Ulster,Saugerties,16,636384.00,72902.00,113.67,133395.18,PON 2112,"Saugerties, NY
(42.07778022400004, -73.95245625599995)"
2014,Trinity Heating & Air Inc. dba Trinity Solar,Richmond,Staten Island,6,150600.00,43813.00,36.73,43117.49,PON 2112,"Staten Island, NY
(40.64244049200005, -74.07527883899996)"
2012,SolarCity(CS),Ulster,Kingston,6,170841.50,41176.00,34.34,40309.66,PON 2112,"Kingston, NY
(41.926713826000025, -73.99649580099998)"
2011,National Grid Energy Management,Kings,Brooklyn,3,678307.50,218470.00,126.27,148220.78,PON 2112,"Brooklyn, NY
(42.43316414800006, -78.74751623799995)"
2015,High Peaks Solar(CS),Oneida,Rome,3,1728279.00,544000.00,484.00,568138.56,PON 2112,"Rome, NY
(43.21516171400003, -75.45335738199998)"
2012,Fourth Coast Inc.,Jefferson,Cape Vincent,3,94794.00,30083.00,17.19,20178.30,PON 2112,"Cape Vincent, NY
(44.12816203300008, -76.33543754799996)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Ulster,Wallkill,9,245271.50,63638.00,64.62,75841.80,PON 2112,"Wallkill, NY
(41.60374382500004, -74.18037623899994)"
2014,SolarCity(CS),Saratoga,Saratoga Springs,7,347751.00,49308.00,64.46,75642.25,PON 2112,"Saratoga Springs, NY
(43.08390110700003, -73.78449602799998)"
2013,SolarCity(CS),Rensselaer,Castleton on Hudson,3,151925.50,24125.00,29.90,35086.08,PON 2112,"Castleton on Hudson, NY
(42.53158403900005, -73.75623887599994)"
2015,Kilowatt Systems LLC,Dutchess,Beacon,5,105810.67,21783.00,27.25,31987.14,PON 2112,"Beacon, NY
(41.506662102000064, -73.97281776499995)"
2013,Lighthouse Solar (CS),Ulster,New Paltz,4,90509.44,33626.00,25.02,29369.48,PON 2112,"New Paltz, NY
(41.74611434700006, -74.07845754599998)"
2015,NRG Residential Solar Solutions LLC (E)(CS),Cortland,Homer,3,100569.98,24693.00,32.11,37680.27,PON 2112,"Homer, NY
(42.643621246000066, -76.18837676599998)"
2014,NRG Residential Solar Solutions LLC (E)(CS),Bronx,Bronx,16,321198.40,70650.00,70.66,82931.79,PON 2112,"Bronx, NY
(40.82600083600005, -73.92308766699995)"
2013,SolarCity(CS),Westchester,Ossining,7,133284.31,29177.00,26.35,30924.82,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2012,Monolith Solar Associates LLC(CS),Saratoga,mechanicville,9,2352087.60,608218.00,423.84,497520.35,PON 2112,"mechanicville, NY
(42.90405295900007, -73.68538704599996)"
2014,SolarCity(CS),Orange,Cornwall,4,168716.00,31639.00,32.20,37797.65,PON 2112,"Cornwall, NY
(41.43427204500006, -74.03978846099994)"
2014,SolarCity(CS),Saratoga,Waterford,4,248472.00,40553.00,44.38,52083.27,PON 2112,"Waterford, NY
(42.790504199000054, -73.67930971399994)"
2015,SolarCity(CS),Albany,Ravena,7,336252.00,40864.00,60.05,70483.23,PON 2112,"Ravena, NY
(42.47181100500006, -73.81276651799999)"
2014,SunRun Inc. (E),Dutchess,Wappingers Falls,7,191277.50,50152.00,45.54,53450.81,PON 2112,"Wappingers Falls, NY
(41.596950727000035, -73.91324923499997)"
2014,Sungevity Development LLC (E),Queens,Queens Village,3,67243.80,19148.00,17.38,20401.34,PON 2112,"Queens Village, NY
(40.71477275500007, -73.75087730899997)"
2012,ARCON Construction and Management Services Inc.,Montgomery,Amsterdam,3,258500.00,72465.00,49.59,58210.73,PON 2112,"Amsterdam, NY
(42.938960945000076, -74.18892985099995)"
2015,TAITEM Engineering (E) (CS),Tompkins,Lansing,4,171600.00,36844.00,39.41,46263.38,PON 2112,"Lansing, NY
(42.486922090000064, -76.48780654899997)"
2015,SolarCity(CS),Montgomery,Hagaman,5,186713.00,21466.00,33.34,39124.09,PON 2112,"Hagaman, NY
(42.97457135900004, -74.15112768599994)"
2014,CSI dba Vanguard Energy,Dutchess,Clinton Corners,3,125000.00,22577.00,21.79,25580.33,PON 2112,"Clinton Corners, NY
(41.82938314100005, -73.76209836799995)"
2013,SolarCity(CS),Rockland,Suffern,6,204908.00,35988.00,40.38,47393.79,PON 2112,"Suffern, NY
(41.11484085700005, -74.14954944699997)"
2014,Doherty Electric dba Revolution Solar,Otsego,Burlington Flats,3,126628.00,30900.00,31.00,36389.03,PON 2112,"Burlington Flats, NY
(42.751021542000046, -75.18410975799998)"
2013,Burke Electrical Contractors Inc.,Westchester,Ossining,3,686464.00,174240.00,117.33,137726.65,PON 2112,"Ossining, NY
(41.16338394100006, -73.86083835299996)"
2013,Monolith Solar Associates LLC(CS),Warren,Queensbury,12,2194649.20,624098.00,454.04,532946.86,PON 2112,"Queensbury, NY
(43.331960313000025, -73.67748695799997)"
2014,SunRun Inc. (E),Orange,Highland Mills,10,263566.00,73241.00,70.13,82315.53,PON 2112,"Highland Mills, NY
(41.34664197500007, -74.12711621999995)"
2014,SolarCity(CS),Westchester,Purchase,3,187425.00,26521.00,34.97,41043.32,PON 2112,"Purchase, NY
(41.036871389000055, -73.71295955399995)"
2014,Sungevity Development LLC (E),Oswego,Oswego,4,116864.20,25010.00,26.44,31036.33,PON 2112,"Oswego, NY
(43.45646338800003, -76.51118671999996)"
2014,SolarCity(CS),Greene,Catskill,10,411710.00,67681.00,77.95,91500.82,PON 2112,"Catskill, NY
(42.21773226100004, -73.86421711899999)"
2015,SolarCity(CS),Saratoga,Saratoga Springs,17,785072.50,96066.00,139.69,163926.76,PON 2112,"Saratoga Springs, NY
(43.08390110700003, -73.78449602799998)"
2012,Hudson Valley Clean Energy,Columbia,Germantown,3,268121.00,72300.00,41.38,48573.51,PON 2112,"Germantown, NY
(42.133103068000025, -73.88525882799996)"
2012,Best Energy Power (CS),Queens,Forest Hills,7,343439.70,114480.00,76.32,89587.46,PON 2112,"Forest Hills, NY
(40.722503904000064, -73.84777675599997)"
